Hora, Tipo Registro, Mensaje,Robot

2023-09-19 10:26:44.637455, TRACE, Inicio Ejecucion, EDSA_003_CambioCuenta
2023-09-19 10:26:44.697866, TRACE, Inicio del modulo Init ,InitConfig
2023-09-19 10:26:45.094565, TRACE, Fin del modulo Init ,InitConfig
2023-09-19 10:26:45.165997, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-19 10:26:53.480913, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-19 10:26:53.580039, INFO, Inicio del modulo envio de correo ,NotificacionesCorreo
2023-09-19 10:26:53.668862, INFO, "Conecta con el server de gmail" ,NotificacionesCorreo
2023-09-19 10:26:55.324490, INFO, "Valida si es un correo de inicio o de fin" ,NotificacionesCorreo
2023-09-19 10:26:57.248778, INFO, "Valido que es un correo de Inicio" ,NotificacionesCorreo
2023-09-19 10:26:57.300529, INFO, Se conecto y envio correo correctamente ,NotificacionesCorreo
2023-09-19 10:26:57.351226, INFO, Finaliza el modulo de envio de correo ,NotificacionesCorreo
2023-09-19 10:26:57.413713, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-19 10:27:00.814895, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-19 10:27:00.875922, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-19 10:27:00.942796, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-19 10:27:43.589814, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-19 10:27:43.652793, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-19 10:28:01.079953, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-19 10:28:01.119024, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-19 10:28:01.160487, TRACE, Fin del modulo Init ,Init
2023-09-19 10:28:01.584407, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-19 10:28:03.929535, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-19 10:28:04.574507, TRACE, Inicio del modulo Process ,Process
2023-09-19 10:28:04.661051, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-19 10:28:05.830311, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-19 10:28:05.870322, INFO, INICIO A CERRAR LAS PESTAÑAS ABIERTAS DEL CLIENTE ,CerrarPestanasCliente
2023-09-19 10:28:14.965030, INFO, FIN CERRAR LAS PESTAÑAS ABIERTAS DEL CLIENTE ,CerrarPestanasCliente
2023-09-19 10:28:15.015398, INFO, INICIO CERRAR LOS CLIENTES ABIERTOS ,CerrarCliente
2023-09-19 10:28:19.149420, INFO, FIN CERRAR LOS CLIENTES ABIERTOS ,CerrarCliente
2023-09-19 10:28:19.212148, INFO, INICIO CERRAR LOS CLIENTES ABIERTOS ,CerrarProductos
2023-09-19 10:28:27.790993, INFO, FIN CERRAR LOS CLIENTES ABIERTOS ,CerrarProductos
2023-09-19 10:28:27.837378, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-19 10:28:45.850838, INFO, "Intento de click en Buscar numero"+1+" de 10" ,Buscar_Cliente
2023-09-19 10:28:46.753616, INFO, "Intento de click en Buscar numero"+2+" de 10" ,Buscar_Cliente
2023-09-19 10:28:46.961988, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-19 10:28:47.027459, INFO, INICIO A EXTRAER INTERACCION ,ExtraerInteracciones
2023-09-19 10:28:59.142004, INFO, FIN  EXTRAER INTERACCION ,ExtraerInteracciones
2023-09-19 10:28:59.201333, INFO, INICIO MODULO DATOS DE PAGO ,DatosDePago
2023-09-19 10:29:10.271428, INFO, FIN MODULO DATOS DE PAGO ,DatosDePago
2023-09-19 10:29:10.338052, INFO, INICIO MODULO ALTA DE PAGOS ,AltaDePago
2023-09-19 10:29:29.160760, INFO, FIN MODULO ALTA DE PAGOS ,AltaDePago
2023-09-19 10:29:29.210878, INFO, INICIO A CERRAR LAS PESTAÑAS ABIERTAS DEL CLIENTE ,CerrarPestanasCliente
2023-09-19 10:29:38.812499, INFO, FIN CERRAR LAS PESTAÑAS ABIERTAS DEL CLIENTE ,CerrarPestanasCliente
2023-09-19 10:29:38.872951, INFO, Inicio del modulo productos contratados ,ProductosContratados
2023-09-19 10:30:18.626531, INFO, Fin del modulo productos contratados ,ProductosContratados
2023-09-19 10:30:46.715689, TRACE, Fin del modulo Process ,Process
2023-09-19 10:32:30.276077, TRACE, Inicio del modulo Process ,Process
